Hourly measurement data supplied by UK-air on 31/10/2024,,,,,,,
All Data GMT hour ending,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,
Site Name,,Stoke-on-Trent Centre,,,,,
Latitude,,53.02821,,,,,
Longitude,,-2.175133,,,,,
Site Type,,Urban Background,,,,,
Zone,,West Midlands,,,,,
Agglomeration,,The Potteries,,,,,
Local Authority,,Stoke,,,,,
Date,Time,Ozone,Units,Nitric oxide,Units,Nitrogen dioxide,Units
2017-01-01,01:00:00,47.07657,ug m-3,3.06753,ug m-3,17.00404,ug m-3
2017-01-01,02:00:00,44.09034,ug m-3,4.23334,ug m-3,19.90084,ug m-3
2017-01-01,03:00:00,44.48166,ug m-3,5.28076,ug m-3,19.86275,ug m-3
2017-01-01,04:00:00,45.01551,ug m-3,5.37836,ug m-3,19.36645,ug m-3
2017-01-01,05:00:00,45.54786,ug m-3,5.05437,ug m-3,16.05305,ug m-3
2017-01-01,06:00:00,46.56168,ug m-3,12.31116,ug m-3,20.81135,ug m-3
2017-01-01,07:00:00,55.73491,ug m-3,7.16013,ug m-3,10.79558,ug m-3
2017-01-01,08:00:00,65.92246,ug m-3,0.77769,ug m-3,5.58737,ug m-3
2017-01-01,09:00:00,72.5891,ug m-3,1.26383,ug m-3,5.18766,ug m-3
2017-01-01,10:00:00,75.57616,ug m-3,1.32838,ug m-3,5.43533,ug m-3
2017-01-01,11:00:00,73.44276,ug m-3,2.85102,ug m-3,8.79128,ug m-3
2017-01-01,12:00:00,69.44238,ug m-3,5.0868,ug m-3,13.3306,ug m-3
2017-01-01,13:00:00,55.46849,ug m-3,11.72867,ug m-3,23.23831,ug m-3
2017-01-01,14:00:00,51.68214,ug m-3,13.28312,ug m-3,27.3368,ug m-3
2017-01-01,15:00:00,57.22869,ug m-3,11.43681,ug m-3,19.72648,ug m-3
2017-01-01,16:00:00,48.21462,ug m-3,16.32872,ug m-3,22.51921,ug m-3
2017-01-01,17:00:00,38.88123,ug m-3,20.28141,ug m-3,29.12642,ug m-3
2017-01-01,18:00:00,38.66769,ug m-3,14.44966,ug m-3,29.40899,ug m-3
2017-01-01,19:00:00,40.85447,ug m-3,6.02633,ug m-3,24.36095,ug m-3
2017-01-01,20:00:00,38.29449,ug m-3,8.22906,ug m-3,27.46589,ug m-3
2017-01-01,21:00:00,33.22741,ug m-3,13.12128,ug m-3,30.25718,ug m-3
2017-01-01,22:00:00,41.97406,ug m-3,6.57701,ug m-3,21.73508,ug m-3
2017-01-01,23:00:00,54.56144,ug m-3,4.73039,ug m-3,15.06524,ug m-3
2017-01-01,24:00:00,61.17519,ug m-3,4.4064,ug m-3,9.72267,ug m-3
2017-01-02,01:00:00,67.84316,ug m-3,1.81441,ug m-3,6.18248,ug m-3
2017-01-02,02:00:00,67.69947,ug m-3,0.90679,ug m-3,5.9262,ug m-3
2017-01-02,03:00:00,60.48218,ug m-3,1.10137,ug m-3,7.11163,ug m-3
2017-01-02,04:00:00,49.92194,ug m-3,1.32838,ug m-3,10.42169,ug m-3
2017-01-02,05:00:00,44.322,ug m-3,2.1385,ug m-3,12.09608,ug m-3
2017-01-02,06:00:00,45.60175,ug m-3,1.16623,ug m-3,11.26319,ug m-3
2017-01-02,07:00:00,36.42801,ug m-3,5.70203,ug m-3,17.55818,ug m-3
2017-01-02,08:00:00,24.69379,ug m-3,12.27936,ug m-3,31.45011,ug m-3
2017-01-02,09:00:00,20.00091,ug m-3,24.94694,ug m-3,39.76135,ug m-3
2017-01-02,10:00:00,16.42661,ug m-3,27.92767,ug m-3,46.85912,ug m-3
2017-01-02,11:00:00,13.17362,ug m-3,51.96751,ug m-3,59.13976,ug m-3
2017-01-02,12:00:00,13.6002,ug m-3,67.68068,ug m-3,65.8469,ug m-3
2017-01-02,13:00:00,17.92039,ug m-3,63.7283,ug m-3,63.99608,ug m-3
2017-01-02,14:00:00,24.58752,ug m-3,41.69693,ug m-3,52.19547,ug m-3
2017-01-02,15:00:00,24.85395,ug m-3,32.91718,ug m-3,44.79505,ug m-3
2017-01-02,16:00:00,10.66652,ug m-3,33.66213,ug m-3,59.02836,ug m-3
2017-01-02,17:00:00,2.45371,ug m-3,94.66882,ug m-3,75.09001,ug m-3
2017-01-02,18:00:00,2.24017,ug m-3,95.57592,ug m-3,80.37377,ug m-3
2017-01-02,19:00:00,2.40033,ug m-3,57.99384,ug m-3,75.26118,ug m-3
2017-01-02,20:00:00,1.86648,ug m-3,76.59015,ug m-3,74.53156,ug m-3
2017-01-02,21:00:00,3.99988,ug m-3,75.87731,ug m-3,65.19378,ug m-3
2017-01-02,22:00:00,5.0137,ug m-3,59.41888,ug m-3,66.40248,ug m-3
2017-01-02,23:00:00,10.0269,ug m-3,43.15471,ug m-3,56.2887,ug m-3
2017-01-02,24:00:00,21.38742,ug m-3,12.18207,ug m-3,38.07596,ug m-3
2017-01-03,01:00:00,36.55258,ug m-3,1.16623,ug m-3,21.54623,ug m-3
2017-01-03,02:00:00,43.52156,ug m-3,1.59821,ug m-3,9.54656,ug m-3
2017-01-03,03:00:00,43.94831,ug m-3,0.90679,ug m-3,10.17832,ug m-3
2017-01-03,04:00:00,48.53542,ug m-3,1.10137,ug m-3,8.29738,ug m-3
2017-01-03,05:00:00,54.82837,ug m-3,0.9071,ug m-3,7.35978,ug m-3
2017-01-03,06:00:00,52.58819,ug m-3,2.20304,ug m-3,10.51445,ug m-3
2017-01-03,07:00:00,46.08171,ug m-3,4.11484,ug m-3,19.20054,ug m-3
2017-01-03,08:00:00,37.12102,ug m-3,11.24192,ug m-3,28.54215,ug m-3
2017-01-03,09:00:00,33.92091,ug m-3,20.0226,ug m-3,38.11708,ug m-3
2017-01-03,10:00:00,34.08107,ug m-3,32.85232,ug m-3,40.14816,ug m-3
2017-01-03,11:00:00,44.10846,ug m-3,25.59491,ug m-3,33.77523,ug m-3
2017-01-03,12:00:00,52.26838,ug m-3,22.90542,ug m-3,28.80225,ug m-3
2017-01-03,13:00:00,53.22881,ug m-3,No data,ug m-3,No data,ug m-3
2017-01-03,14:00:00,46.98826,ug m-3,28.96418,ug m-3,29.30141,ug m-3
2017-01-03,15:00:00,44.53454,ug m-3,25.82161,ug m-3,30.70806,ug m-3
2017-01-03,16:00:00,49.60163,ug m-3,16.00504,ug m-3,21.88139,ug m-3
2017-01-03,17:00:00,42.77484,ug m-3,22.5172,ug m-3,32.41353,ug m-3
2017-01-03,18:00:00,45.17467,ug m-3,10.10781,ug m-3,28.7487,ug m-3
2017-01-03,19:00:00,49.54774,ug m-3,5.70203,ug m-3,22.89788,ug m-3
2017-01-03,20:00:00,51.09541,ug m-3,3.49899,ug m-3,19.74991,ug m-3
2017-01-03,21:00:00,53.9752,ug m-3,4.01755,ug m-3,14.75255,ug m-3
2017-01-03,22:00:00,57.70866,ug m-3,1.91149,ug m-3,10.56561,ug m-3
2017-01-03,23:00:00,56.21538,ug m-3,3.20743,ug m-3,13.27514,ug m-3
2017-01-03,24:00:00,63.25521,ug m-3,1.8142,ug m-3,7.35261,ug m-3
2017-01-04,01:00:00,64.71323,ug m-3,0.99244,ug m-3,5.39962,ug m-3
2017-01-04,02:00:00,62.36629,ug m-3,0.64735,ug m-3,6.78619,ug m-3
2017-01-04,03:00:00,64.42918,ug m-3,0.25913,ug m-3,4.69471,ug m-3
2017-01-04,04:00:00,65.01542,ug m-3,0.2267,ug m-3,5.18909,ug m-3
2017-01-04,05:00:00,63.36248,ug m-3,0.12972,ug m-3,5.63518,ug m-3
2017-01-04,06:00:00,61.06842,ug m-3,0.4852,ug m-3,8.40161,ug m-3
2017-01-04,07:00:00,52.42854,ug m-3,6.76473,ug m-3,17.85701,ug m-3
2017-01-04,08:00:00,46.8281,ug m-3,12.49358,ug m-3,29.73794,ug m-3
2017-01-04,09:00:00,32.9081,ug m-3,23.17515,ug m-3,43.27031,ug m-3
2017-01-04,10:00:00,28.10744,ug m-3,44.8289,ug m-3,53.52323,ug m-3
2017-01-04,11:00:00,23.52032,ug m-3,62.56644,ug m-3,63.94922,ug m-3
2017-01-04,12:00:00,18.82743,ug m-3,76.58141,ug m-3,66.14047,ug m-3
2017-01-04,13:00:00,35.25404,ug m-3,39.45584,ug m-3,46.33748,ug m-3
2017-01-04,14:00:00,41.92167,ug m-3,26.83254,ug m-3,36.42548,ug m-3
2017-01-04,15:00:00,32.96098,ug m-3,35.89574,ug m-3,48.53351,ug m-3
2017-01-04,16:00:00,23.52082,ug m-3,44.11669,ug m-3,56.14861,ug m-3
2017-01-04,17:00:00,20.85457,ug m-3,44.95862,ug m-3,58.96094,ug m-3
2017-01-04,18:00:00,18.72066,ug m-3,44.31096,ug m-3,62.27769,ug m-3
2017-01-04,19:00:00,8.64088,ug m-3,58.32593,ug m-3,74.35657,ug m-3
2017-01-04,20:00:00,15.25314,ug m-3,29.00097,ug m-3,61.82443,ug m-3
2017-01-04,21:00:00,11.46729,ug m-3,48.19505,ug m-3,66.40774,ug m-3
2017-01-04,22:00:00,6.24006,ug m-3,85.06149,ug m-3,73.45673,ug m-3
2017-01-04,23:00:00,2.93368,ug m-3,49.84585,ug m-3,71.19329,ug m-3
2017-01-04,24:00:00,5.17385,ug m-3,30.81361,ug m-3,68.04293,ug m-3
2017-01-05,01:00:00,17.636,ug m-3,8.8471,ug m-3,50.63854,ug m-3
2017-01-05,02:00:00,7.82248,ug m-3,9.88319,ug m-3,57.61852,ug m-3
2017-01-05,03:00:00,24.74718,ug m-3,2.55697,ug m-3,38.79363,ug m-3
2017-01-05,04:00:00,34.61442,ug m-3,2.49211,ug m-3,24.65547,ug m-3
2017-01-05,05:00:00,22.56039,ug m-3,7.15327,ug m-3,35.94878,ug m-3
2017-01-05,06:00:00,23.09374,ug m-3,23.07817,ug m-3,43.91291,ug m-3
2017-01-05,07:00:00,6.87968,ug m-3,91.0819,ug m-3,68.37857,ug m-3
2017-01-05,08:00:00,1.49278,ug m-3,242.17327,ug m-3,96.20879,ug m-3
2017-01-05,09:00:00,2.24017,ug m-3,449.71308,ug m-3,140.16952,ug m-3
2017-01-05,10:00:00,2.5071,ug m-3,593.78059,ug m-3,162.65287,ug m-3
2017-01-05,11:00:00,3.25349,ug m-3,280.04317,ug m-3,106.86142,ug m-3
2017-01-05,12:00:00,4.90693,ug m-3,137.69101,ug m-3,95.24537,ug m-3
2017-01-05,13:00:00,7.09322,ug m-3,112.70322,ug m-3,81.40126,ug m-3
2017-01-05,14:00:00,7.30726,ug m-3,73.86261,ug m-3,73.32477,ug m-3
2017-01-05,15:00:00,5.7072,ug m-3,74.57451,ug m-3,72.28342,ug m-3
2017-01-05,16:00:00,4.00038,ug m-3,70.39917,ug m-3,76.26237,ug m-3
2017-01-05,17:00:00,1.27974,ug m-3,120.56901,ug m-3,78.83277,ug m-3
2017-01-05,18:00:00,1.75971,ug m-3,151.67386,ug m-3,92.4426,ug m-3
2017-01-05,19:00:00,1.33313,ug m-3,77.42272,ug m-3,83.34053,ug m-3
2017-01-05,20:00:00,1.11909,ug m-3,49.32791,ug m-3,73.81581,ug m-3
2017-01-05,21:00:00,1.22586,ug m-3,55.70442,ug m-3,74.71755,ug m-3
2017-01-05,22:00:00,0.85316,ug m-3,52.07914,ug m-3,75.67858,ug m-3
2017-01-05,23:00:00,0.21354,ug m-3,39.13248,ug m-3,73.72783,ug m-3
2017-01-05,24:00:00,0.69351,ug m-3,28.19179,ug m-3,68.80028,ug m-3
2017-01-06,01:00:00,1.99304,ug m-3,7.94114,ug m-3,63.8265,ug m-3
2017-01-06,02:00:00,5.97912,ug m-3,3.58183,ug m-3,55.284,ug m-3
2017-01-06,03:00:00,9.44914,ug m-3,2.20117,ug m-3,48.337,ug m-3
2017-01-06,04:00:00,15.16133,ug m-3,1.71535,ug m-3,40.92463,ug m-3
2017-01-06,05:00:00,15.05456,ug m-3,1.68292,ug m-3,38.25526,ug m-3
2017-01-06,06:00:00,13.02593,ug m-3,2.9455,ug m-3,38.4446,ug m-3
2017-01-06,07:00:00,12.33193,ug m-3,6.08495,ug m-3,38.6741,ug m-3
2017-01-06,08:00:00,7.42051,ug m-3,13.65918,ug m-3,45.64946,ug m-3
2017-01-06,09:00:00,4.2708,ug m-3,24.59956,ug m-3,52.4068,ug m-3
2017-01-06,10:00:00,8.06113,ug m-3,38.74394,ug m-3,57.46489,ug m-3
2017-01-06,11:00:00,9.98299,ug m-3,36.60763,ug m-3,46.20552,ug m-3
2017-01-06,12:00:00,14.78764,ug m-3,26.21731,ug m-3,47.45486,ug m-3
2017-01-06,13:00:00,18.04412,ug m-3,26.44401,ug m-3,49.72691,ug m-3
2017-01-06,14:00:00,16.97642,ug m-3,19.90628,ug m-3,50.45701,ug m-3
2017-01-06,15:00:00,9.44914,ug m-3,35.6363,ug m-3,58.27531,ug m-3
2017-01-06,16:00:00,9.82284,ug m-3,19.42046,ug m-3,55.3052,ug m-3
2017-01-06,17:00:00,5.76558,ug m-3,29.2601,ug m-3,57.22487,ug m-3
2017-01-06,18:00:00,4.69788,ug m-3,28.12724,ug m-3,55.94636,ug m-3
2017-01-06,19:00:00,3.09633,ug m-3,24.63168,ug m-3,53.14885,ug m-3
2017-01-06,20:00:00,5.12496,ug m-3,18.5143,ug m-3,50.21843,ug m-3
2017-01-06,21:00:00,2.72263,ug m-3,22.23655,ug m-3,49.94972,ug m-3
2017-01-06,22:00:00,5.92573,ug m-3,11.42558,ug m-3,40.47185,ug m-3
2017-01-06,23:00:00,3.14971,ug m-3,26.31491,ug m-3,43.10249,ug m-3
2017-01-06,24:00:00,0.85416,ug m-3,31.42884,ug m-3,45.54428,ug m-3
2017-01-07,01:00:00,0.64062,ug m-3,19.54977,ug m-3,41.5446,ug m-3
2017-01-07,02:00:00,0.14236,ug m-3,49.71613,ug m-3,46.77146,ug m-3
2017-01-07,03:00:00,1.01432,ug m-3,46.31786,ug m-3,45.80246,ug m-3
2017-01-07,04:00:00,1.81509,ug m-3,30.78181,ug m-3,42.9275,ug m-3
2017-01-07,05:00:00,4.37757,ug m-3,13.65918,ug m-3,36.55266,ug m-3
2017-01-07,06:00:00,3.09633,ug m-3,19.09679,ug m-3,35.68103,ug m-3
2017-01-07,07:00:00,5.87235,ug m-3,14.37077,ug m-3,30.61673,ug m-3
2017-01-07,08:00:00,3.36325,ug m-3,27.64173,ug m-3,37.36021,ug m-3
2017-01-07,09:00:00,1.01432,ug m-3,69.81668,ug m-3,51.05275,ug m-3
2017-01-07,10:00:00,1.12108,ug m-3,118.95064,ug m-3,64.65445,ug m-3
2017-01-07,11:00:00,1.97524,ug m-3,112.12073,ug m-3,62.56887,ug m-3
2017-01-07,12:00:00,3.14971,ug m-3,107.45988,ug m-3,66.35371,ug m-3
2017-01-07,13:00:00,6.0325,ug m-3,107.03892,ug m-3,73.08045,ug m-3
2017-01-07,14:00:00,9.50253,ug m-3,86.74473,ug m-3,67.41563,ug m-3
2017-01-07,15:00:00,10.08976,ug m-3,99.6917,ug m-3,79.10483,ug m-3
2017-01-07,16:00:00,11.69131,ug m-3,69.81668,ug m-3,67.07042,ug m-3
2017-01-07,17:00:00,9.2356,ug m-3,102.34595,ug m-3,76.17248,ug m-3
2017-01-07,18:00:00,4.91142,ug m-3,118.75606,ug m-3,87.44619,ug m-3
2017-01-07,19:00:00,11.42439,ug m-3,46.02631,ug m-3,61.72403,ug m-3
2017-01-07,20:00:00,18.95167,ug m-3,34.53618,ug m-3,60.01186,ug m-3
2017-01-07,21:00:00,17.18996,ug m-3,40.39443,ug m-3,60.56983,ug m-3
2017-01-07,22:00:00,12.01162,ug m-3,51.43179,ug m-3,65.20191,ug m-3
2017-01-07,23:00:00,5.65881,ug m-3,69.0075,ug m-3,68.85478,ug m-3
2017-01-07,24:00:00,20.92691,ug m-3,11.9114,ug m-3,41.90192,ug m-3
2017-01-08,01:00:00,25.76715,ug m-3,4.0134,ug m-3,34.5831,ug m-3
2017-01-08,02:00:00,35.58998,ug m-3,2.848,ug m-3,25.42796,ug m-3
2017-01-08,03:00:00,28.34742,ug m-3,10.55185,ug m-3,32.56653,ug m-3
2017-01-08,04:00:00,12.27854,ug m-3,14.92145,ug m-3,45.98798,ug m-3
2017-01-08,05:00:00,5.76558,ug m-3,27.54475,ug m-3,52.98294,ug m-3
2017-01-08,06:00:00,12.65224,ug m-3,12.75271,ug m-3,40.85961,ug m-3
2017-01-08,07:00:00,10.03638,ug m-3,18.38489,ug m-3,46.46228,ug m-3
2017-01-08,08:00:00,9.12883,ug m-3,18.70857,ug m-3,43.88948,ug m-3
2017-01-08,09:00:00,7.36713,ug m-3,11.49075,ug m-3,43.28848,ug m-3
2017-01-08,10:00:00,5.71219,ug m-3,27.99783,ug m-3,49.56913,ug m-3
2017-01-08,11:00:00,5.71219,ug m-3,27.93297,ug m-3,51.30042,ug m-3
2017-01-08,12:00:00,4.69788,ug m-3,37.96688,ug m-3,49.21436,ug m-3
2017-01-08,13:00:00,9.39576,ug m-3,37.57865,ug m-3,48.82087,ug m-3
2017-01-08,14:00:00,21.24722,ug m-3,34.27736,ug m-3,44.09364,ug m-3
2017-01-08,15:00:00,19.11182,ug m-3,32.78809,ug m-3,46.82183,ug m-3
2017-01-08,16:00:00,19.59229,ug m-3,22.68932,ug m-3,45.59639,ug m-3
2017-01-08,17:00:00,14.5741,ug m-3,25.8294,ug m-3,45.72596,ug m-3
2017-01-08,18:00:00,29.25497,ug m-3,8.86862,ug m-3,27.33632,ug m-3
2017-01-08,19:00:00,20.65999,ug m-3,6.89445,ug m-3,31.69825,ug m-3
2017-01-08,20:00:00,9.12883,ug m-3,10.00147,ug m-3,42.01284,ug m-3
2017-01-08,21:00:00,20.17952,ug m-3,6.53804,ug m-3,26.75731,ug m-3
2017-01-08,22:00:00,16.06888,ug m-3,4.72602,ug m-3,29.04083,ug m-3
2017-01-08,23:00:00,13.61317,ug m-3,4.3696,ug m-3,31.07095,ug m-3
2017-01-08,24:00:00,21.30061,ug m-3,1.97416,ug m-3,26.78408,ug m-3
2017-01-09,01:00:00,29.25497,ug m-3,1.25187,ug m-3,18.91016,ug m-3
2017-01-09,02:00:00,33.0275,ug m-3,0.64735,ug m-3,13.77319,ug m-3
2017-01-09,03:00:00,38.3838,ug m-3,0.93859,ug m-3,9.73367,ug m-3
2017-01-09,04:00:00,39.4515,ug m-3,0.67978,ug m-3,9.53716,ug m-3
2017-01-09,05:00:00,42.33429,ug m-3,0.61492,ug m-3,9.43914,ug m-3
2017-01-09,06:00:00,40.57258,ug m-3,1.26227,ug m-3,12.69804,ug m-3
2017-01-09,07:00:00,50.76911,ug m-3,3.94864,ug m-3,13.32487,ug m-3
2017-01-09,08:00:00,57.06854,ug m-3,6.63564,ug m-3,18.20318,ug m-3
2017-01-09,09:00:00,50.28865,ug m-3,10.39001,ug m-3,25.39896,ug m-3
2017-01-09,10:00:00,29.20158,ug m-3,22.04229,ug m-3,51.48307,ug m-3
2017-01-09,11:00:00,38.06349,ug m-3,30.65177,ug m-3,37.09581,ug m-3
2017-01-09,12:00:00,48.3134,ug m-3,18.67613,ug m-3,27.77285,ug m-3
2017-01-09,13:00:00,47.56601,ug m-3,24.1786,ug m-3,36.29303,ug m-3
2017-01-09,14:00:00,47.6194,ug m-3,18.38458,ug m-3,40.03532,ug m-3
2017-01-09,15:00:00,36.83563,ug m-3,24.30801,ug m-3,37.72598,ug m-3
2017-01-09,16:00:00,30.64298,ug m-3,23.46639,ug m-3,46.72859,ug m-3
2017-01-09,17:00:00,32.56484,ug m-3,19.38803,ug m-3,42.94614,ug m-3
2017-01-09,18:00:00,17.99074,ug m-3,21.33008,ug m-3,56.13427,ug m-3
2017-01-09,19:00:00,24.02324,ug m-3,20.3918,ug m-3,48.82278,ug m-3
2017-01-09,20:00:00,33.15207,ug m-3,8.70678,ug m-3,34.16012,ug m-3
2017-01-09,21:00:00,34.70023,ug m-3,5.34063,ug m-3,32.35042,ug m-3
2017-01-09,22:00:00,44.73661,ug m-3,3.23643,ug m-3,21.48742,ug m-3
2017-01-09,23:00:00,50.76911,ug m-3,2.26572,ug m-3,14.37292,ug m-3
2017-01-09,24:00:00,54.66621,ug m-3,1.2947,ug m-3,9.58354,ug m-3
2017-01-10,01:00:00,55.87627,ug m-3,1.07892,ug m-3,7.6398,ug m-3
2017-01-10,02:00:00,59.71999,ug m-3,0.77707,ug m-3,7.24583,ug m-3
2017-01-10,03:00:00,63.90182,ug m-3,0.61523,ug m-3,5.08821,ug m-3
2017-01-10,04:00:00,67.26507,ug m-3,0.3561,ug m-3,3.16232,ug m-3
2017-01-10,05:00:00,66.03721,ug m-3,0.48551,ug m-3,3.30958,ug m-3
2017-01-10,06:00:00,63.9552,ug m-3,0.58218,ug m-3,5.92923,ug m-3
2017-01-10,07:00:00,57.44223,ug m-3,2.39513,ug m-3,11.4554,ug m-3
2017-01-10,08:00:00,53.11805,ug m-3,5.21153,ug m-3,16.92563,ug m-3
2017-01-10,09:00:00,46.39154,ug m-3,8.28613,ug m-3,24.81851,ug m-3
2017-01-10,10:00:00,42.92152,ug m-3,14.63021,ug m-3,30.4666,ug m-3
2017-01-10,11:00:00,40.83951,ug m-3,31.39641,ug m-3,30.02099,ug m-3
2017-01-10,12:00:00,37.04917,ug m-3,24.69654,ug m-3,36.24044,ug m-3
2017-01-10,13:00:00,40.30566,ug m-3,28.35362,ug m-3,28.26006,ug m-3
2017-01-10,14:00:00,44.89676,ug m-3,21.49191,ug m-3,32.45273,ug m-3
2017-01-10,15:00:00,40.73274,ug m-3,23.30455,ug m-3,38.27582,ug m-3
2017-01-10,16:00:00,31.44375,ug m-3,17.05745,ug m-3,37.37408,ug m-3
2017-01-10,17:00:00,23.54277,ug m-3,23.33698,ug m-3,45.44339,ug m-3
2017-01-10,18:00:00,16.17565,ug m-3,20.97397,ug m-3,47.28704,ug m-3
2017-01-10,19:00:00,28.29404,ug m-3,11.32829,ug m-3,35.62796,ug m-3
2017-01-10,20:00:00,39.66504,ug m-3,3.75437,ug m-3,27.31767,ug m-3
2017-01-10,21:00:00,52.26389,ug m-3,3.1722,ug m-3,19.60791,ug m-3
2017-01-10,22:00:00,47.35247,ug m-3,2.75092,ug m-3,22.72576,ug m-3
2017-01-10,23:00:00,38.97103,ug m-3,4.30474,ug m-3,27.2646,ug m-3
2017-01-10,24:00:00,46.92539,ug m-3,1.81264,ug m-3,18.52878,ug m-3
2017-01-11,01:00:00,52.17492,ug m-3,0.9492,ug m-3,13.31036,ug m-3
2017-01-11,02:00:00,62.14011,ug m-3,0.30226,ug m-3,4.67798,ug m-3
2017-01-11,03:00:00,61.55288,ug m-3,0.32367,ug m-3,4.59574,ug m-3
2017-01-11,04:00:00,55.73391,ug m-3,0.09729,ug m-3,4.69614,ug m-3
2017-01-11,05:00:00,70.78848,ug m-3,-0.06486,ug m-3,2.57136,ug m-3
2017-01-11,06:00:00,75.75328,ug m-3,0.55006,ug m-3,3.85273,ug m-3
2017-01-11,07:00:00,80.77147,ug m-3,2.58908,ug m-3,11.15848,ug m-3
2017-01-11,08:00:00,76.55405,ug m-3,4.79057,ug m-3,13.56728,ug m-3
2017-01-11,09:00:00,72.28326,ug m-3,6.66744,ug m-3,16.37435,ug m-3
2017-01-11,10:00:00,70.94863,ug m-3,14.986,ug m-3,22.25768,ug m-3
2017-01-11,11:00:00,72.76372,ug m-3,23.23969,ug m-3,20.3796,ug m-3
2017-01-11,12:00:00,76.71421,ug m-3,14.92145,ug m-3,22.25768,ug m-3
2017-01-11,13:00:00,75.6999,ug m-3,17.64025,ug m-3,17.89096,ug m-3
2017-01-11,14:00:00,78.5293,ug m-3,11.36072,ug m-3,17.23688,ug m-3
2017-01-11,15:00:00,72.60357,ug m-3,10.3897,ug m-3,15.70928,ug m-3
2017-01-11,16:00:00,66.62445,ug m-3,12.72059,ug m-3,17.87088,ug m-3
2017-01-11,17:00:00,61.60626,ug m-3,10.3897,ug m-3,23.07623,ug m-3
2017-01-11,18:00:00,62.56719,ug m-3,5.92312,ug m-3,16.57659,ug m-3
2017-01-11,19:00:00,64.75598,ug m-3,4.91998,ug m-3,14.95001,ug m-3
2017-01-11,20:00:00,71.32233,ug m-3,2.07145,ug m-3,10.61724,ug m-3
2017-01-11,21:00:00,72.71034,ug m-3,1.71566,ug m-3,8.59191,ug m-3
2017-01-11,22:00:00,75.16605,ug m-3,1.13286,ug m-3,6.66745,ug m-3
2017-01-11,23:00:00,73.83142,ug m-3,2.58971,ug m-3,7.15275,ug m-3
2017-01-11,24:00:00,75.75328,ug m-3,1.06831,ug m-3,5.18431,ug m-3
2017-01-12,01:00:00,76.16256,ug m-3,0.3455,ug m-3,4.15013,ug m-3
2017-01-12,02:00:00,76.66082,ug m-3,0.25944,ug m-3,4.34775,ug m-3
2017-01-12,03:00:00,70.04109,ug m-3,0.51763,ug m-3,5.58402,ug m-3
2017-01-12,04:00:00,70.14786,ug m-3,0.58249,ug m-3,4.29739,ug m-3
2017-01-12,05:00:00,68.70646,ug m-3,0.51794,ug m-3,4.84149,ug m-3
2017-01-12,06:00:00,66.41091,ug m-3,0.84162,ug m-3,8.89408,ug m-3
2017-01-12,07:00:00,60.80549,ug m-3,4.85511,ug m-3,15.44583,ug m-3
2017-01-12,08:00:00,51.5165,ug m-3,9.71023,ug m-3,28.1716,ug m-3
2017-01-12,09:00:00,33.95284,ug m-3,23.85461,ug m-3,46.33175,ug m-3
2017-01-12,10:00:00,20.9803,ug m-3,69.26631,ug m-3,60.2514,ug m-3
2017-01-12,11:00:00,20.23291,ug m-3,54.99252,ug m-3,58.01186,ug m-3
2017-01-12,12:00:00,34.37992,ug m-3,37.77261,ug m-3,36.50915,ug m-3
2017-01-12,13:00:00,37.26271,ug m-3,33.6297,ug m-3,42.96049,ug m-3
2017-01-12,14:00:00,28.0805,ug m-3,35.02138,ug m-3,53.9282,ug m-3
2017-01-12,15:00:00,36.56871,ug m-3,25.57059,ug m-3,45.92486,ug m-3
2017-01-12,16:00:00,20.28629,ug m-3,59.07057,ug m-3,68.86434,ug m-3
2017-01-12,17:00:00,15.90872,ug m-3,51.94973,ug m-3,75.77851,ug m-3
2017-01-12,18:00:00,15.48164,ug m-3,30.55448,ug m-3,67.79717,ug m-3
2017-01-12,19:00:00,37.47625,ug m-3,23.98433,ug m-3,52.36138,ug m-3
2017-01-12,20:00:00,52.5842,ug m-3,11.78168,ug m-3,31.17566,ug m-3
2017-01-12,21:00:00,65.61013,ug m-3,6.959,ug m-3,21.9096,ug m-3
2017-01-12,22:00:00,57.81593,ug m-3,4.33717,ug m-3,20.73867,ug m-3
2017-01-12,23:00:00,57.65577,ug m-3,2.81578,ug m-3,17.08914,ug m-3
2017-01-12,24:00:00,57.86931,ug m-3,2.20117,ug m-3,14.47189,ug m-3
2017-01-13,01:00:00,52.9579,ug m-3,1.12216,ug m-3,17.79135,ug m-3
2017-01-13,02:00:00,62.35365,ug m-3,0.47439,ug m-3,11.0721,ug m-3
2017-01-13,03:00:00,54.98652,ug m-3,0.61492,ug m-3,14.08604,ug m-3
2017-01-13,04:00:00,49.27433,ug m-3,0.90648,ug m-3,18.33609,ug m-3
2017-01-13,05:00:00,60.53856,ug m-3,0.55006,ug m-3,13.14748,ug m-3
2017-01-13,06:00:00,73.83142,ug m-3,0.67947,ug m-3,8.54935,ug m-3
2017-01-13,07:00:00,72.71034,ug m-3,2.55728,ug m-3,10.81136,ug m-3
2017-01-13,08:00:00,65.61013,ug m-3,3.59285,ug m-3,16.44128,ug m-3
2017-01-13,09:00:00,60.0581,ug m-3,9.35413,ug m-3,23.72456,ug m-3
2017-01-13,10:00:00,53.06467,ug m-3,26.6707,ug m-3,37.41615,ug m-3
2017-01-13,11:00:00,57.38885,ug m-3,25.27903,ug m-3,30.40301,ug m-3
